,artist,date,song,year
2590,usher featuring young jeezy,2008-03-29,love in this club,2008
2591,leona lewis,2008-04-05,bleeding love,2008
2592,mariah carey,2008-04-12,touch my body,2008
2593,mariah carey,2008-04-19,touch my body,2008
2594,leona lewis,2008-04-26,bleeding love,2008
2595,lil wayne featuring static major,2008-05-03,lollipop,2008
2596,leona lewis,2008-05-10,bleeding love,2008
2597,leona lewis,2008-05-17,bleeding love,2008
2598,rihanna,2008-05-24,take a bow,2008
2599,lil wayne featuring static major,2008-05-31,lollipop,2008
2600,lil wayne featuring static major,2008-06-07,lollipop,2008
2601,lil wayne featuring static major,2008-06-14,lollipop,2008
2602,lil wayne featuring static major,2008-06-21,lollipop,2008
2603,coldplay,2008-06-28,viva la vida,2008
2604,katy perry,2008-07-05,i kissed a girl,2008
2605,katy perry,2008-07-12,i kissed a girl,2008
2606,katy perry,2008-07-19,i kissed a girl,2008
2607,katy perry,2008-07-26,i kissed a girl,2008
2608,katy perry,2008-08-02,i kissed a girl,2008
2609,katy perry,2008-08-09,i kissed a girl,2008
2610,katy perry,2008-08-16,i kissed a girl,2008
2611,rihanna,2008-08-23,disturbia,2008
2612,rihanna,2008-08-30,disturbia,2008
2613,t.i.,2008-09-06,whatever you like,2008
2614,t.i.,2008-09-13,whatever you like,2008
2615,t.i.,2008-09-20,whatever you like,2008
2616,pink,2008-09-27,so what,2008
2617,t.i.,2008-10-04,whatever you like,2008
2618,t.i.,2008-10-11,whatever you like,2008
2619,t.i. featuring rihanna,2008-10-18,live your life,2008
2620,britney spears,2008-10-25,womanizer,2008
2621,t.i.,2008-11-01,whatever you like,2008
2622,t.i.,2008-11-08,whatever you like,2008
2623,t.i. featuring rihanna,2008-11-15,live your life,2008
2624,t.i. featuring rihanna,2008-11-22,live your life,2008
2625,t.i. featuring rihanna,2008-11-29,live your life,2008
2626,t.i. featuring rihanna,2008-12-06,live your life,2008
2627,beyonce,2008-12-13,single ladies (put a ring on it),2008
2628,t.i. featuring rihanna,2008-12-20,live your life,2008
2629,beyonce,2008-12-27,single ladies (put a ring on it),2008
2630,beyonce,2009-01-03,single ladies (put a ring on it),2009
2631,beyonce,2009-01-10,single ladies (put a ring on it),2009
2632,lady gaga featuring colby o'donis,2009-01-17,just dance,2009
2633,lady gaga featuring colby o'donis,2009-01-24,just dance,2009
2634,lady gaga featuring colby o'donis,2009-01-31,just dance,2009
2635,kelly clarkson,2009-02-07,my life would suck without you,2009
2636,kelly clarkson,2009-02-14,my life would suck without you,2009
2637,"eminem, dr. dre & 50 cent",2009-02-21,crack a bottle,2009
2638,flo rida,2009-02-28,right round,2009
2639,flo rida featuring ke$ha,2009-03-07,right round,2009
2640,flo rida,2009-03-14,right round,2009
2641,flo rida,2009-03-21,right round,2009
2642,flo rida,2009-03-28,right round,2009
2643,flo rida,2009-04-04,right round,2009
2644,lady gaga,2009-04-11,poker face,2009
2645,the black eyed peas,2009-04-18,boom boom pow,2009
2646,the black eyed peas,2009-04-25,boom boom pow,2009
2647,the black eyed peas,2009-05-02,boom boom pow,2009
2648,the black eyed peas,2009-05-09,boom boom pow,2009
2649,the black eyed peas,2009-05-16,boom boom pow,2009
2650,the black eyed peas,2009-05-23,boom boom pow,2009
2651,the black eyed peas,2009-05-30,boom boom pow,2009
2652,the black eyed peas,2009-06-06,boom boom pow,2009
2653,the black eyed peas,2009-06-13,boom boom pow,2009
2654,the black eyed peas,2009-06-20,boom boom pow,2009
2655,the black eyed peas,2009-06-27,boom boom pow,2009
2656,the black eyed peas,2009-07-04,boom boom pow,2009
2657,the black eyed peas,2009-07-11,i gotta feeling,2009
2658,the black eyed peas,2009-07-18,i gotta feeling,2009
2659,the black eyed peas,2009-07-25,i gotta feeling,2009
2660,the black eyed peas,2009-08-01,i gotta feeling,2009
2661,the black eyed peas,2009-08-08,i gotta feeling,2009
2662,the black eyed peas,2009-08-15,i gotta feeling,2009
2663,the black eyed peas,2009-08-22,i gotta feeling,2009
2664,the black eyed peas,2009-08-29,i gotta feeling,2009
2665,the black eyed peas,2009-09-05,i gotta feeling,2009
2666,the black eyed peas,2009-09-12,i gotta feeling,2009
2667,the black eyed peas,2009-09-19,i gotta feeling,2009
2668,the black eyed peas,2009-09-26,i gotta feeling,2009
2669,the black eyed peas,2009-10-03,i gotta feeling,2009
2670,the black eyed peas,2009-10-10,i gotta feeling,2009
2671,jay sean featuring lil wayne,2009-10-17,down,2009
2672,britney spears,2009-10-24,3,2009
2673,jay sean featuring lil wayne,2009-10-31,down,2009
2674,owl city,2009-11-07,fireflies,2009
2675,jason derulo,2009-11-14,whatcha say,2009
2676,owl city,2009-11-21,fireflies,2009
2677,jay-z + alicia keys,2009-11-28,empire state of mind,2009
2678,jay-z + alicia keys,2009-12-05,empire state of mind,2009
2679,jay-z + alicia keys,2009-12-12,empire state of mind,2009
2680,jay-z + alicia keys,2009-12-19,empire state of mind,2009
2681,jay-z + alicia keys,2009-12-26,empire state of mind,2009
2682,ke$ha,2010-01-02,tik tok,2010
2683,ke$ha,2010-01-09,tik tok,2010
2684,ke$ha,2010-01-16,tik tok,2010
2685,ke$ha,2010-01-23,tik tok,2010
2686,ke$ha,2010-01-30,tik tok,2010
2687,ke$ha,2010-02-06,tik tok,2010
2688,ke$ha,2010-02-13,tik tok,2010
2689,ke$ha,2010-02-20,tik tok,2010
2690,ke$ha,2010-02-27,tik tok,2010
2691,the black eyed peas,2010-03-06,imma be,2010
2692,the black eyed peas,2010-03-13,imma be,2010
2693,taio cruz featuring ludacris,2010-03-20,break your heart,2010
2694,rihanna,2010-03-27,rude boy,2010
2695,rihanna,2010-04-03,rude boy,2010
2696,rihanna,2010-04-10,rude boy,2010
2697,rihanna,2010-04-17,rude boy,2010
2698,rihanna,2010-04-24,rude boy,2010
2699,b.o.b featuring bruno mars,2010-05-01,nothin' on you,2010
2700,b.o.b featuring bruno mars,2010-05-08,nothin' on you,2010
2701,usher featuring will.i.am,2010-05-15,omg,2010
2702,eminem,2010-05-22,not afraid,2010
2703,usher featuring will.i.am,2010-05-29,omg,2010
2704,usher featuring will.i.am,2010-06-05,omg,2010
2705,usher featuring will.i.am,2010-06-12,omg,2010
2706,katy perry featuring snoop dogg,2010-06-19,california gurls,2010
2707,katy perry featuring snoop dogg,2010-06-26,california gurls,2010
2708,katy perry featuring snoop dogg,2010-07-03,california gurls,2010
2709,katy perry featuring snoop dogg,2010-07-10,california gurls,2010
2710,katy perry featuring snoop dogg,2010-07-17,california gurls,2010
2711,katy perry featuring snoop dogg,2010-07-24,california gurls,2010
2712,eminem featuring rihanna,2010-07-31,love the way you lie,2010
2713,eminem featuring rihanna,2010-08-07,love the way you lie,2010
2714,eminem featuring rihanna,2010-08-14,love the way you lie,2010
2715,eminem featuring rihanna,2010-08-21,love the way you lie,2010
2716,eminem featuring rihanna,2010-08-28,love the way you lie,2010
2717,eminem featuring rihanna,2010-09-04,love the way you lie,2010
2718,eminem featuring rihanna,2010-09-11,love the way you lie,2010
2719,katy perry,2010-09-18,teenage dream,2010
2720,katy perry,2010-09-25,teenage dream,2010
2721,bruno mars,2010-10-02,just the way you are,2010
2722,bruno mars,2010-10-09,just the way you are,2010
2723,bruno mars,2010-10-16,just the way you are,2010
2724,bruno mars,2010-10-23,just the way you are,2010
2725,far*east movement featuring cataracs & dev,2010-10-30,like a g6,2010
2726,far*east movement featuring cataracs & dev,2010-11-06,like a g6,2010
2727,ke$ha,2010-11-13,we r who we r,2010
2728,rihanna featuring drake,2010-11-20,what's my name?,2010
2729,far*east movement featuring cataracs & dev,2010-11-27,like a g6,2010
2730,rihanna,2010-12-04,only girl (in the world),2010
2731,p!nk,2010-12-11,raise your glass,2010
2732,katy perry,2010-12-18,firework,2010
2733,katy perry,2010-12-25,firework,2010
2734,katy perry,2011-01-01,firework,2011
2735,bruno mars,2011-01-08,grenade,2011
2736,katy perry,2011-01-15,firework,2011
2737,bruno mars,2011-01-22,grenade,2011
2738,britney spears,2011-01-29,hold it against me,2011
2739,bruno mars,2011-02-05,grenade,2011
2740,bruno mars,2011-02-12,grenade,2011
2741,wiz khalifa,2011-02-19,black and yellow,2011
2742,lady gaga,2011-02-26,born this way,2011
2743,lady gaga,2011-03-05,born this way,2011
2744,lady gaga,2011-03-12,born this way,2011
2745,lady gaga,2011-03-19,born this way,2011
2746,lady gaga,2011-03-26,born this way,2011
2747,lady gaga,2011-04-02,born this way,2011
2748,katy perry featuring kanye west,2011-04-09,e.t.,2011
2749,katy perry featuring kanye west,2011-04-16,e.t.,2011
2750,katy perry featuring kanye west,2011-04-23,e.t.,2011
2751,rihanna featuring britney spears,2011-04-30,s&m,2011
2752,katy perry featuring kanye west,2011-05-07,e.t.,2011
2753,katy perry featuring kanye west,2011-05-14,e.t.,2011
2754,adele,2011-05-21,rolling in the deep,2011
2755,adele,2011-05-28,rolling in the deep,2011
2756,adele,2011-06-04,rolling in the deep,2011
2757,adele,2011-06-11,rolling in the deep,2011
2758,adele,2011-06-18,rolling in the deep,2011
2759,adele,2011-06-25,rolling in the deep,2011
2760,adele,2011-07-02,rolling in the deep,2011
2761,"pitbull featuring ne-yo, afrojack & nayer",2011-07-09,give me everything,2011
2762,lmfao featuring lauren bennett & goonrock,2011-07-16,party rock anthem,2011
2763,lmfao featuring lauren bennett & goonrock,2011-07-23,party rock anthem,2011
2764,lmfao featuring lauren bennett & goonrock,2011-07-30,party rock anthem,2011
2765,lmfao featuring lauren bennett & goonrock,2011-08-06,party rock anthem,2011
2766,lmfao featuring lauren bennett & goonrock,2011-08-13,party rock anthem,2011
2767,lmfao featuring lauren bennett & goonrock,2011-08-20,party rock anthem,2011
2768,katy perry,2011-08-27,last friday night (t.g.i.f.),2011
2769,katy perry,2011-09-03,last friday night (t.g.i.f.),2011
2770,maroon 5 featuring christina aguilera,2011-09-10,moves like jagger,2011
2771,adele,2011-09-17,someone like you,2011
2772,maroon 5 featuring christina aguilera,2011-09-24,moves like jagger,2011
2773,maroon 5 featuring christina aguilera,2011-10-01,moves like jagger,2011
2774,maroon 5 featuring christina aguilera,2011-10-08,moves like jagger,2011
2775,adele,2011-10-15,someone like you,2011
2776,adele,2011-10-22,someone like you,2011
2777,adele,2011-10-29,someone like you,2011
2778,adele,2011-11-05,someone like you,2011
2779,rihanna featuring calvin harris,2011-11-12,we found love,2011
2780,rihanna featuring calvin harris,2011-11-19,we found love,2011
2781,rihanna featuring calvin harris,2011-11-26,we found love,2011
2782,rihanna featuring calvin harris,2011-12-03,we found love,2011
2783,rihanna featuring calvin harris,2011-12-10,we found love,2011
2784,rihanna featuring calvin harris,2011-12-17,we found love,2011
2785,rihanna featuring calvin harris,2011-12-24,we found love,2011
2786,rihanna featuring calvin harris,2011-12-31,we found love,2011
2787,lmfao,2012-01-07,sexy and i know it,2012
2788,lmfao,2012-01-14,sexy and i know it,2012
2789,rihanna featuring calvin harris,2012-01-21,we found love,2012
2790,rihanna featuring calvin harris,2012-01-28,we found love,2012
2791,adele,2012-02-04,set fire to the rain,2012
2792,adele,2012-02-11,set fire to the rain,2012
2793,kelly clarkson,2012-02-18,stronger (what doesn't kill you),2012
2794,kelly clarkson,2012-02-25,stronger (what doesn't kill you),2012
2795,katy perry,2012-03-03,part of me,2012
2796,kelly clarkson,2012-03-10,stronger (what doesn't kill you),2012
2797,fun. featuring janelle monae,2012-03-17,we are young,2012
2798,fun. featuring janelle monae,2012-03-24,we are young,2012
2799,fun. featuring janelle monae,2012-03-31,we are young,2012
2800,fun. featuring janelle monae,2012-04-07,we are young,2012
2801,fun. featuring janelle monae,2012-04-14,we are young,2012
2802,fun. featuring janelle monae,2012-04-21,we are young,2012
2803,gotye featuring kimbra,2012-04-28,somebody that i used to know,2012
2804,gotye featuring kimbra,2012-05-05,somebody that i used to know,2012
2805,gotye featuring kimbra,2012-05-12,somebody that i used to know,2012
2806,gotye featuring kimbra,2012-05-19,somebody that i used to know,2012
2807,gotye featuring kimbra,2012-05-26,somebody that i used to know,2012
2808,gotye featuring kimbra,2012-06-02,somebody that i used to know,2012
2809,gotye featuring kimbra,2012-06-09,somebody that i used to know,2012
2810,gotye featuring kimbra,2012-06-16,somebody that i used to know,2012
2811,carly rae jepsen,2012-06-23,call me maybe,2012
2812,carly rae jepsen,2012-06-30,call me maybe,2012
2813,carly rae jepsen,2012-07-07,call me maybe,2012
2814,carly rae jepsen,2012-07-14,call me maybe,2012
2815,carly rae jepsen,2012-07-21,call me maybe,2012
2816,carly rae jepsen,2012-07-28,call me maybe,2012
2817,carly rae jepsen,2012-08-04,call me maybe,2012
2818,carly rae jepsen,2012-08-11,call me maybe,2012
2819,carly rae jepsen,2012-08-18,call me maybe,2012
2820,flo rida,2012-08-25,whistle,2012
2821,taylor swift,2012-09-01,we are never ever getting back together,2012
2822,taylor swift,2012-09-08,we are never ever getting back together,2012
2823,flo rida,2012-09-15,whistle,2012
2824,taylor swift,2012-09-22,we are never ever getting back together,2012
2825,maroon 5,2012-09-29,one more night,2012
2826,maroon 5,2012-10-06,one more night,2012
2827,maroon 5,2012-10-13,one more night,2012
2828,maroon 5,2012-10-20,one more night,2012
2829,maroon 5,2012-10-27,one more night,2012
2830,maroon 5,2012-11-03,one more night,2012
2831,maroon 5,2012-11-10,one more night,2012
2832,maroon 5,2012-11-17,one more night,2012
2833,maroon 5,2012-11-24,one more night,2012
2834,rihanna,2012-12-01,diamonds,2012
2835,rihanna,2012-12-08,diamonds,2012
2836,rihanna,2012-12-15,diamonds,2012
2837,bruno mars,2012-12-22,locked out of heaven,2012
2838,bruno mars,2012-12-29,locked out of heaven,2012
2839,bruno mars,2013-01-05,locked out of heaven,2013
2840,bruno mars,2013-01-12,locked out of heaven,2013
2841,bruno mars,2013-01-19,locked out of heaven,2013
2842,bruno mars,2013-01-26,locked out of heaven,2013
2843,macklemore & ryan lewis featuring wanz,2013-02-02,thrift shop,2013
2844,macklemore & ryan lewis featuring wanz,2013-02-09,thrift shop,2013
2845,macklemore & ryan lewis featuring wanz,2013-02-16,thrift shop,2013
2846,macklemore & ryan lewis featuring wanz,2013-02-23,thrift shop,2013
2847,baauer,2013-03-02,harlem shake,2013
2848,baauer,2013-03-09,harlem shake,2013
2849,baauer,2013-03-16,harlem shake,2013
2850,baauer,2013-03-23,harlem shake,2013
2851,baauer,2013-03-30,harlem shake,2013
2852,macklemore & ryan lewis featuring wanz,2013-04-06,thrift shop,2013
2853,macklemore & ryan lewis featuring wanz,2013-04-13,thrift shop,2013
2854,bruno mars,2013-04-20,when i was your man,2013
2855,p!nk featuring nate ruess,2013-04-27,just give me a reason,2013
2856,p!nk featuring nate ruess,2013-05-04,just give me a reason,2013
2857,p!nk featuring nate ruess,2013-05-11,just give me a reason,2013
2858,macklemore & ryan lewis featuring ray dalton,2013-05-18,can't hold us,2013
2859,macklemore & ryan lewis featuring ray dalton,2013-05-25,can't hold us,2013
2860,macklemore & ryan lewis featuring ray dalton,2013-06-01,can't hold us,2013
2861,macklemore & ryan lewis featuring ray dalton,2013-06-08,can't hold us,2013
2862,macklemore & ryan lewis featuring ray dalton,2013-06-15,can't hold us,2013
2863,robin thicke featuring t.i. + pharrell,2013-06-22,blurred lines,2013
2864,robin thicke featuring t.i. + pharrell,2013-06-29,blurred lines,2013
2865,robin thicke featuring t.i. + pharrell,2013-07-06,blurred lines,2013
2866,robin thicke featuring t.i. + pharrell,2013-07-13,blurred lines,2013
2867,robin thicke featuring t.i. + pharrell,2013-07-20,blurred lines,2013
2868,robin thicke featuring t.i. + pharrell,2013-07-27,blurred lines,2013
2869,robin thicke featuring t.i. + pharrell,2013-08-03,blurred lines,2013
2870,robin thicke featuring t.i. + pharrell,2013-08-10,blurred lines,2013
2871,robin thicke featuring t.i. + pharrell,2013-08-17,blurred lines,2013
2872,robin thicke featuring t.i. + pharrell,2013-08-24,blurred lines,2013
2873,robin thicke featuring t.i. + pharrell,2013-08-31,blurred lines,2013
2874,robin thicke featuring t.i. + pharrell,2013-09-07,blurred lines,2013
2875,katy perry,2013-09-14,roar,2013
2876,katy perry,2013-09-21,roar,2013
2877,miley cyrus,2013-09-28,wrecking ball,2013
2878,miley cyrus,2013-10-05,wrecking ball,2013
2879,lorde,2013-10-12,royals,2013
2880,lorde,2013-10-19,royals,2013
2881,lorde,2013-10-26,royals,2013
2882,lorde,2013-11-02,royals,2013
2883,lorde,2013-11-09,royals,2013
2884,lorde,2013-11-16,royals,2013
2885,lorde,2013-11-23,royals,2013
2886,lorde,2013-11-30,royals,2013
2887,lorde,2013-12-07,royals,2013
2888,miley cyrus,2013-12-14,wrecking ball,2013
2889,eminem featuring rihanna,2013-12-21,the monster,2013
2890,eminem featuring rihanna,2013-12-28,the monster,2013
2891,eminem featuring rihanna,2014-01-04,the monster,2014
2892,eminem featuring rihanna,2014-01-11,the monster,2014
2893,pitbull featuring ke$ha,2014-01-18,timber,2014
2894,pitbull featuring ke$ha,2014-01-25,timber,2014
2895,pitbull featuring ke$ha,2014-02-01,timber,2014
2896,katy perry featuring juicy j,2014-02-08,dark horse,2014
2897,katy perry featuring juicy j,2014-02-15,dark horse,2014
2898,katy perry featuring juicy j,2014-02-22,dark horse,2014
2899,katy perry featuring juicy j,2014-03-01,dark horse,2014
2900,pharrell williams,2014-03-08,happy,2014
2901,pharrell williams,2014-03-15,happy,2014
2902,pharrell williams,2014-03-22,happy,2014
2903,pharrell williams,2014-03-29,happy,2014
2904,pharrell williams,2014-04-05,happy,2014
2905,pharrell williams,2014-04-12,happy,2014
2906,pharrell williams,2014-04-19,happy,2014
2907,pharrell williams,2014-04-26,happy,2014
2908,pharrell williams,2014-05-03,happy,2014
2909,pharrell williams,2014-05-10,happy,2014
2910,john legend,2014-05-17,all of me,2014
2911,john legend,2014-05-24,all of me,2014
2912,john legend,2014-05-31,all of me,2014
2913,iggy azalea featuring charli xcx,2014-06-07,fancy,2014
2914,iggy azalea featuring charli xcx,2014-06-14,fancy,2014
2915,iggy azalea featuring charli xcx,2014-06-21,fancy,2014
2916,iggy azalea featuring charli xcx,2014-06-28,fancy,2014
2917,iggy azalea featuring charli xcx,2014-07-05,fancy,2014
2918,iggy azalea featuring charli xcx,2014-07-12,fancy,2014
2919,iggy azalea featuring charli xcx,2014-07-19,fancy,2014
2920,magic!,2014-07-26,rude,2014
2921,magic!,2014-08-02,rude,2014
2922,magic!,2014-08-09,rude,2014
2923,magic!,2014-08-16,rude,2014
2924,magic!,2014-08-23,rude,2014
2925,magic!,2014-08-30,rude,2014
2926,taylor swift,2014-09-06,shake it off,2014
2927,taylor swift,2014-09-13,shake it off,2014
2928,meghan trainor,2014-09-20,all about that bass,2014
